IndicatorID,IndicatorName,AreaCode,Sex,Age,Value,Count,Denominator,TimeperiodSortable
241,Diabetes: QOF prevalence (17+ yrs),nE38000068,Persons,17+ yrs,8.41262452285634,9036,107410,20200000
241,Diabetes: QOF prevalence (17+ yrs),nE38000079,Persons,17+ yrs,6.07163195652091,31772,523286,20200000
241,Diabetes: QOF prevalence (17+ yrs),nE38000080,Persons,17+ yrs,8.62390247831807,16059,186215,20200000
241,Diabetes: QOF prevalence (17+ yrs),nE38000085,Persons,17+ yrs,7.68448804515814,18596,241994,20200000
241,Diabetes: QOF prevalence (17+ yrs),nE38000086,Persons,17+ yrs,6.56136875493768,22258,339228,20200000
241,Diabetes: QOF prevalence (17+ yrs),nE38000089,Persons,17+ yrs,7.00211648825756,34407,491380,20200000
241,Diabetes: QOF prevalence (17+ yrs),nE38000091,Persons,17+ yrs,8.08112347689037,10870,134511,20200000
241,Diabetes: QOF prevalence (17+ yrs),nE38000097,Persons,17+ yrs,9.62478628112633,32031,332797,20200000
241,Diabetes: QOF prevalence (17+ yrs),nE38000101,Persons,17+ yrs,6.56585046938108,29928,455813,20200000
241,Diabetes: QOF prevalence (17+ yrs),nE38000106,Persons,17+ yrs,6.97855629937694,22569,323405,20200000
241,Diabetes: QOF prevalence (17+ yrs),nE38000117,Persons,17+ yrs,7.14232529174451,21103,295464,20200000
241,Diabetes: QOF prevalence (17+ yrs),nE38000119,Persons,17+ yrs,7.77013001201792,10668,137295,20200000
241,Diabetes: QOF prevalence (17+ yrs),nE38000122,Persons,17+ yrs,8.07263828099262,12007,148737,20200000
241,Diabetes: QOF prevalence (17+ yrs),nE38000126,Persons,17+ yrs,7.84767387153018,14178,180665,20200000
241,Diabetes: QOF prevalence (17+ yrs),nE38000127,Persons,17+ yrs,7.82528422359839,14241,181987,20200000
241,Diabetes: QOF prevalence (17+ yrs),nE38000130,Persons,17+ yrs,8.31533751683138,22911,275527,20200000
241,Diabetes: QOF prevalence (17+ yrs),nE38000135,Persons,17+ yrs,8.49263052710467,16998,200150,20200000
241,Diabetes: QOF prevalence (17+ yrs),nE38000136,Persons,17+ yrs,5.16131557114009,32971,638810,20200000
241,Diabetes: QOF prevalence (17+ yrs),nE38000137,Persons,17+ yrs,6.84229862046567,12851,187817,20200000
241,Diabetes: QOF prevalence (17+ yrs),nE38000141,Persons,17+ yrs,7.93605212241612,16858,212423,20200000
241,Diabetes: QOF prevalence (17+ yrs),nE38000143,Persons,17+ yrs,6.57780517022865,15155,230396,20200000
241,Diabetes: QOF prevalence (17+ yrs),nE38000146,Persons,17+ yrs,6.58544557336405,33043,501758,20200000
241,Diabetes: QOF prevalence (17+ yrs),nE38000150,Persons,17+ yrs,7.40377655064011,35798,483510,20200000
241,Diabetes: QOF prevalence (17+ yrs),nE38000153,Persons,17+ yrs,7.41394077242021,13071,176303,20200000
241,Diabetes: QOF prevalence (17+ yrs),nE38000161,Persons,17+ yrs,7.40506131131131,9469,127872,20200000
241,Diabetes: QOF prevalence (17+ yrs),nE38000163,Persons,17+ yrs,7.7181259718865,10026,129902,20200000
241,Diabetes: QOF prevalence (17+ yrs),nE38000168,Persons,17+ yrs,6.87869239858212,10479,152340,20200000
241,Diabetes: QOF prevalence (17+ yrs),nE38000170,Persons,17+ yrs,7.27699084798542,7665,105332,20200000
241,Diabetes: QOF prevalence (17+ yrs),nE38000172,Persons,17+ yrs,8.01008796210863,13022,162570,20200000
241,Diabetes: QOF prevalence (17+ yrs),nE38000173,Persons,17+ yrs,6.9896327563013,8677,124141,20200000
241,Diabetes: QOF prevalence (17+ yrs),nE38000174,Persons,17+ yrs,6.7758719917313,17307,255421,20200000
241,Diabetes: QOF prevalence (17+ yrs),nE38000175,Persons,17+ yrs,8.55036834063186,20033,234294,20200000
241,Diabetes: QOF prevalence (17+ yrs),nE38000176,Persons,17+ yrs,7.85884307144325,18357,233584,20200000
241,Diabetes: QOF prevalence (17+ yrs),nE38000185,Persons,17+ yrs,7.13559710252813,9969,139708,20200000
241,Diabetes: QOF prevalence (17+ yrs),nE38000187,Persons,17+ yrs,6.41187634869875,12331,192315,20200000
241,Diabetes: QOF prevalence (17+ yrs),nE38000188,Persons,17+ yrs,5.61768326218474,17160,305464,20200000
241,Diabetes: QOF prevalence (17+ yrs),nE38000190,Persons,17+ yrs,7.95633783775084,24717,310658,20200000
241,Diabetes: QOF prevalence (17+ yrs),nE38000194,Persons,17+ yrs,6.96070210744033,12452,178890,20200000
241,Diabetes: QOF prevalence (17+ yrs),nE38000197,Persons,17+ yrs,6.65977184405165,17000,255264,20200000
241,Diabetes: QOF prevalence (17+ yrs),nE38000200,Persons,17+ yrs,7.17877690176859,6738,93860,20200000
241,Diabetes: QOF prevalence (17+ yrs),nE38000201,Persons,17+ yrs,6.94666477288181,22987,330907,20200000
241,Diabetes: QOF prevalence (17+ yrs),nE38000204,Persons,17+ yrs,7.88471893802823,16839,213565,20200000
241,Diabetes: QOF prevalence (17+ yrs),nE38000205,Persons,17+ yrs,7.85614305921283,21272,270769,20200000
241,Diabetes: QOF prevalence (17+ yrs),nE38000208,Persons,17+ yrs,7.3632977330268,20242,274904,20200000
241,Diabetes: QOF prevalence (17+ yrs),nE38000212,Persons,17+ yrs,6.88758358773077,30323,440256,20200000
241,Diabetes: QOF prevalence (17+ yrs),nE38000215,Persons,17+ yrs,8.15089603750254,22082,270915,20200000
241,Diabetes: QOF prevalence (17+ yrs),nE38000217,Persons,17+ yrs,6.45973994193742,34845,539418,20200000
241,Diabetes: QOF prevalence (17+ yrs),nE38000221,Persons,17+ yrs,5.66209902339721,25255,446036,20200000
241,Diabetes: QOF prevalence (17+ yrs),nE38000222,Persons,17+ yrs,6.12422243388483,52081,850410,20200000
241,Diabetes: QOF prevalence (17+ yrs),nE38000223,Persons,17+ yrs,6.26570324167618,28529,455320,20200000
241,Diabetes: QOF prevalence (17+ yrs),nE38000225,Persons,17+ yrs,6.54735875006725,47462,724903,20200000
241,Diabetes: QOF prevalence (17+ yrs),nE38000226,Persons,17+ yrs,7.34925661247992,11117,151267,20200000
241,Diabetes: QOF prevalence (17+ yrs),nE38000227,Persons,17+ yrs,6.55257566186183,11410,174130,20200000
241,Diabetes: QOF prevalence (17+ yrs),nE38000228,Persons,17+ yrs,6.85263837450307,20168,294310,20200000
241,Diabetes: QOF prevalence (17+ yrs),nE38000230,Persons,17+ yrs,7.21866513028415,75301,1043143,20200000
241,Diabetes: QOF prevalence (17+ yrs),nE38000231,Persons,17+ yrs,6.95783374345473,54600,784727,20200000
241,Diabetes: QOF prevalence (17+ yrs),nE38000232,Persons,17+ yrs,8.92151847951457,44476,498525,20200000
241,Diabetes: QOF prevalence (17+ yrs),nE38000233,Persons,17+ yrs,6.73141710939368,43358,644114,20200000
241,Diabetes: QOF prevalence (17+ yrs),nE38000234,Persons,17+ yrs,8.25810091016587,38062,460905,20200000
241,Diabetes: QOF prevalence (17+ yrs),nE38000235,Persons,17+ yrs,7.07084832108497,32867,464824,20200000
241,Diabetes: QOF prevalence (17+ yrs),nE38000236,Persons,17+ yrs,7.41096222722129,49185,663679,20200000
241,Diabetes: QOF prevalence (17+ yrs),nE38000237,Persons,17+ yrs,7.03847098517264,108895,1547140,20200000
241,Diabetes: QOF prevalence (17+ yrs),nE38000238,Persons,17+ yrs,7.89316484257678,52193,661243,20200000
241,Diabetes: QOF prevalence (17+ yrs),nE38000239,Persons,17+ yrs,7.60882965393728,67891,892266,20200000
241,Diabetes: QOF prevalence (17+ yrs),nE38000240,Persons,17+ yrs,6.07192122913,84249,1387518,20200000
241,Diabetes: QOF prevalence (17+ yrs),nE38000241,Persons,17+ yrs,6.81934138577402,24593,360636,20200000
241,Diabetes: QOF prevalence (17+ yrs),nE38000243,Persons,17+ yrs,6.90651850434945,62103,899194,20200000
241,Diabetes: QOF prevalence (17+ yrs),nE38000244,Persons,17+ yrs,6.28027592817651,102732,1635788,20200000
241,Diabetes: QOF prevalence (17+ yrs),nE38000245,Persons,17+ yrs,5.73531761595561,78965,1376820,20200000
241,Diabetes: QOF prevalence (17+ yrs),nE38000246,Persons,17+ yrs,5.73249406739972,51164,892526,20200000
241,Diabetes: QOF prevalence (17+ yrs),nE38000247,Persons,17+ yrs,7.71566679933165,44007,570359,20200000
241,Diabetes: QOF prevalence (17+ yrs),nE38000248,Persons,17+ yrs,7.37590367921739,54890,744180,20200000
241,Diabetes: QOF prevalence (17+ yrs),nE38000249,Persons,17+ yrs,7.17462311710731,58933,821409,20200000
241,Diabetes: QOF prevalence (17+ yrs),nE38000251,Persons,17+ yrs,6.87113530151101,57238,833021,20200000
241,Diabetes: QOF prevalence (17+ yrs),nE38000252,Persons,17+ yrs,6.89650294473147,43877,636221,20200000
241,Diabetes: QOF prevalence (17+ yrs),nE38000253,Persons,17+ yrs,6.7262670872151,92083,1369006,20200000
241,Diabetes: QOF prevalence (17+ yrs),nE38000254,Persons,17+ yrs,8.14582027417899,28979,355753,20200000
241,Diabetes: QOF prevalence (17+ yrs),nE38000255,Persons,17+ yrs,7.62739556114731,137253,1799474,20200000
241,Diabetes: QOF prevalence (17+ yrs),nE38000256,Persons,17+ yrs,7.2492836151739,158417,2185278,20200000
241,Diabetes: QOF prevalence (17+ yrs),nE38000257,Persons,17+ yrs,7.27388106524545,30490,419171,20200000
241,Diabetes: QOF prevalence (17+ yrs),nE38000258,Persons,17+ yrs,8.78335186677232,105526,1201432,20200000
241,Diabetes: QOF prevalence (17+ yrs),nE38000259,Persons,17+ yrs,8.9277903286025,89193,999049,20200000
241,Diabetes: QOF prevalence (17+ yrs),nE38000260,Persons,17+ yrs,6.27238896810768,50498,805084,20200000
241,Diabetes: QOF prevalence (17+ yrs),nE38000261,Persons,17+ yrs,7.66222402259365,67338,878831,20200000
241,Diabetes: QOF prevalence (17+ yrs),nE38000262,Persons,17+ yrs,7.03780963558867,44433,631347,20200000
241,Diabetes: QOF prevalence (17+ yrs),nE38000263,Persons,17+ yrs,8.43908556438901,14670,173834,20200000
241,Diabetes: QOF prevalence (17+ yrs),nE38000006,Persons,17+ yrs,8.09453,17380,214713,20210000
241,Diabetes: QOF prevalence (17+ yrs),nE38000007,Persons,17+ yrs,6.9198,15644,226076,20210000
241,Diabetes: QOF prevalence (17+ yrs),nE38000008,Persons,17+ yrs,8.4473,8431,99807,20210000
241,Diabetes: QOF prevalence (17+ yrs),nE38000014,Persons,17+ yrs,9.02842,12648,140091,20210000
241,Diabetes: QOF prevalence (17+ yrs),nE38000015,Persons,17+ yrs,8.60524,12440,144563,20210000
241,Diabetes: QOF prevalence (17+ yrs),nE38000016,Persons,17+ yrs,8.8382,22043,249406,20210000
241,Diabetes: QOF prevalence (17+ yrs),nE38000021,Persons,17+ yrs,4.37652,12300,281045,20210000
241,Diabetes: QOF prevalence (17+ yrs),nE38000024,Persons,17+ yrs,7.47784,12410,165957,20210000
241,Diabetes: QOF prevalence (17+ yrs),nE38000025,Persons,17+ yrs,7.75531,13833,178368,20210000
241,Diabetes: QOF prevalence (17+ yrs),nE38000028,Persons,17+ yrs,8.17948,9060,110765,20210000
241,Diabetes: QOF prevalence (17+ yrs),nE38000030,Persons,17+ yrs,7.74985,11863,153074,20210000
241,Diabetes: QOF prevalence (17+ yrs),nE38000034,Persons,17+ yrs,6.93341,10574,152508,20210000
241,Diabetes: QOF prevalence (17+ yrs),nE38000044,Persons,17+ yrs,8.52215,22485,263842,20210000
241,Diabetes: QOF prevalence (17+ yrs),nE38000045,Persons,17+ yrs,6.99516,47980,685903,20210000
241,Diabetes: QOF prevalence (17+ yrs),nE38000049,Persons,17+ yrs,6.28947,31096,494414,20210000
241,Diabetes: QOF prevalence (17+ yrs),nE38000050,Persons,17+ yrs,7.97074,24978,313371,20210000
241,Diabetes: QOF prevalence (17+ yrs),nE38000051,Persons,17+ yrs,7.19648,20612,286418,20210000
241,Diabetes: QOF prevalence (17+ yrs),nE38000052,Persons,17+ yrs,8.27802,21278,257042,20210000
241,Diabetes: QOF prevalence (17+ yrs),nE38000053,Persons,17+ yrs,7.80016,9296,119177,20210000
241,Diabetes: QOF prevalence (17+ yrs),nE38000062,Persons,17+ yrs,6.95127,38340,551554,20210000
241,Diabetes: QOF prevalence (17+ yrs),nE38000068,Persons,17+ yrs,8.4464,9176,108638,20210000
241,Diabetes: QOF prevalence (17+ yrs),nE38000079,Persons,17+ yrs,6.25779,33171,530075,20210000
241,Diabetes: QOF prevalence (17+ yrs),nE38000080,Persons,17+ yrs,8.75057,16509,188662,20210000
241,Diabetes: QOF prevalence (17+ yrs),nE38000085,Persons,17+ yrs,7.89775,19384,245437,20210000
241,Diabetes: QOF prevalence (17+ yrs),nE38000086,Persons,17+ yrs,6.86441,23538,342899,20210000
241,Diabetes: QOF prevalence (17+ yrs),nE38000089,Persons,17+ yrs,7.15445,35523,496516,20210000
241,Diabetes: QOF prevalence (17+ yrs),nE38000091,Persons,17+ yrs,8.14746,11057,135711,20210000
241,Diabetes: QOF prevalence (17+ yrs),nE38000097,Persons,17+ yrs,9.9309,33585,338187,20210000
241,Diabetes: QOF prevalence (17+ yrs),nE38000101,Persons,17+ yrs,6.60286,30880,467676,20210000
241,Diabetes: QOF prevalence (17+ yrs),nE38000106,Persons,17+ yrs,7.16922,23502,327818,20210000
241,Diabetes: QOF prevalence (17+ yrs),nE38000117,Persons,17+ yrs,7.46328,22350,299466,20210000
241,Diabetes: QOF prevalence (17+ yrs),nE38000119,Persons,17+ yrs,8.08485,11206,138605,20210000
241,Diabetes: QOF prevalence (17+ yrs),nE38000122,Persons,17+ yrs,8.3211,12475,149920,20210000
241,Diabetes: QOF prevalence (17+ yrs),nE38000126,Persons,17+ yrs,8.04276,14610,181654,20210000
241,Diabetes: QOF prevalence (17+ yrs),nE38000127,Persons,17+ yrs,7.95556,14564,183067,20210000
241,Diabetes: QOF prevalence (17+ yrs),nE38000130,Persons,17+ yrs,8.5014,23496,276378,20210000
241,Diabetes: QOF prevalence (17+ yrs),nE38000135,Persons,17+ yrs,8.68298,17520,201774,20210000
241,Diabetes: QOF prevalence (17+ yrs),nE38000136,Persons,17+ yrs,5.30633,34639,652786,20210000
241,Diabetes: QOF prevalence (17+ yrs),nE38000137,Persons,17+ yrs,7.04702,13288,188562,20210000
241,Diabetes: QOF prevalence (17+ yrs),nE38000141,Persons,17+ yrs,8.17008,17516,214392,20210000
241,Diabetes: QOF prevalence (17+ yrs),nE38000143,Persons,17+ yrs,6.54305,15798,241447,20210000
241,Diabetes: QOF prevalence (17+ yrs),nE38000146,Persons,17+ yrs,6.78133,34305,505874,20210000
241,Diabetes: QOF prevalence (17+ yrs),nE38000150,Persons,17+ yrs,7.571,37044,489288,20210000
241,Diabetes: QOF prevalence (17+ yrs),nE38000153,Persons,17+ yrs,7.49043,13352,178254,20210000
241,Diabetes: QOF prevalence (17+ yrs),nE38000161,Persons,17+ yrs,7.51901,9649,128328,20210000
241,Diabetes: QOF prevalence (17+ yrs),nE38000163,Persons,17+ yrs,8.08975,10531,130177,20210000
241,Diabetes: QOF prevalence (17+ yrs),nE38000168,Persons,17+ yrs,7.10634,10883,153145,20210000
241,Diabetes: QOF prevalence (17+ yrs),nE38000170,Persons,17+ yrs,7.39354,7860,106309,20210000
241,Diabetes: QOF prevalence (17+ yrs),nE38000172,Persons,17+ yrs,8.06199,13187,163570,20210000
241,Diabetes: QOF prevalence (17+ yrs),nE38000173,Persons,17+ yrs,7.14212,8957,125411,20210000
241,Diabetes: QOF prevalence (17+ yrs),nE38000174,Persons,17+ yrs,6.94328,17892,257688,20210000
241,Diabetes: QOF prevalence (17+ yrs),nE38000175,Persons,17+ yrs,8.77245,20730,236308,20210000
241,Diabetes: QOF prevalence (17+ yrs),nE38000176,Persons,17+ yrs,8.17671,19269,235657,20210000
241,Diabetes: QOF prevalence (17+ yrs),nE38000185,Persons,17+ yrs,7.44091,10530,141515,20210000
241,Diabetes: QOF prevalence (17+ yrs),nE38000187,Persons,17+ yrs,6.54793,12687,193756,20210000
241,Diabetes: QOF prevalence (17+ yrs),nE38000188,Persons,17+ yrs,5.7968,17904,308860,20210000
241,Diabetes: QOF prevalence (17+ yrs),nE38000190,Persons,17+ yrs,8.18288,25644,313386,20210000
241,Diabetes: QOF prevalence (17+ yrs),nE38000194,Persons,17+ yrs,7.01049,12715,181371,20210000
241,Diabetes: QOF prevalence (17+ yrs),nE38000197,Persons,17+ yrs,6.83964,17641,257923,20210000
241,Diabetes: QOF prevalence (17+ yrs),nE38000200,Persons,17+ yrs,7.20257,6850,95105,20210000
241,Diabetes: QOF prevalence (17+ yrs),nE38000201,Persons,17+ yrs,7.16848,24021,335092,20210000
241,Diabetes: QOF prevalence (17+ yrs),nE38000204,Persons,17+ yrs,7.87327,17035,216365,20210000
241,Diabetes: QOF prevalence (17+ yrs),nE38000205,Persons,17+ yrs,7.97563,21834,273759,20210000
241,Diabetes: QOF prevalence (17+ yrs),nE38000208,Persons,17+ yrs,7.59371,21001,276558,20210000
241,Diabetes: QOF prevalence (17+ yrs),nE38000212,Persons,17+ yrs,7.09853,31727,446952,20210000
241,Diabetes: QOF prevalence (17+ yrs),nE38000215,Persons,17+ yrs,8.2377,22483,272928,20210000
241,Diabetes: QOF prevalence (17+ yrs),nE38000217,Persons,17+ yrs,6.58435,36812,559083,20210000
241,Diabetes: QOF prevalence (17+ yrs),nE38000221,Persons,17+ yrs,5.88723,26789,455036,20210000
241,Diabetes: QOF prevalence (17+ yrs),nE38000222,Persons,17+ yrs,6.2178,53957,867783,20210000
241,Diabetes: QOF prevalence (17+ yrs),nE38000223,Persons,17+ yrs,6.43646,29605,459958,20210000
241,Diabetes: QOF prevalence (17+ yrs),nE38000225,Persons,17+ yrs,6.57026,48356,735983,20210000
241,Diabetes: QOF prevalence (17+ yrs),nE38000226,Persons,17+ yrs,7.68147,11776,153304,20210000
241,Diabetes: QOF prevalence (17+ yrs),nE38000227,Persons,17+ yrs,6.65365,11857,178203,20210000
241,Diabetes: QOF prevalence (17+ yrs),nE38000228,Persons,17+ yrs,6.85884,20356,296785,20210000
241,Diabetes: QOF prevalence (17+ yrs),nE38000230,Persons,17+ yrs,7.31074,77304,1057403,20210000
241,Diabetes: QOF prevalence (17+ yrs),nE38000231,Persons,17+ yrs,7.11966,56719,796653,20210000
241,Diabetes: QOF prevalence (17+ yrs),nE38000232,Persons,17+ yrs,9.1265,45942,503391,20210000
241,Diabetes: QOF prevalence (17+ yrs),nE38000233,Persons,17+ yrs,6.86039,44829,653447,20210000
241,Diabetes: QOF prevalence (17+ yrs),nE38000234,Persons,17+ yrs,8.47219,39263,463434,20210000
241,Diabetes: QOF prevalence (17+ yrs),nE38000235,Persons,17+ yrs,7.33764,34447,469456,20210000
241,Diabetes: QOF prevalence (17+ yrs),nE38000236,Persons,17+ yrs,7.55775,50729,671218,20210000
241,Diabetes: QOF prevalence (17+ yrs),nE38000237,Persons,17+ yrs,7.27839,114231,1569454,20210000
241,Diabetes: QOF prevalence (17+ yrs),nE38000238,Persons,17+ yrs,8.13357,54061,664665,20210000
241,Diabetes: QOF prevalence (17+ yrs),nE38000239,Persons,17+ yrs,7.82905,70376,898909,20210000
241,Diabetes: QOF prevalence (17+ yrs),nE38000240,Persons,17+ yrs,6.02251,86017,1428258,20210000
241,Diabetes: QOF prevalence (17+ yrs),nE38000241,Persons,17+ yrs,6.95849,25320,363872,20210000
241,Diabetes: QOF prevalence (17+ yrs),nE38000243,Persons,17+ yrs,7.13965,65195,913140,20210000
241,Diabetes: QOF prevalence (17+ yrs),nE38000244,Persons,17+ yrs,6.39207,106963,1673370,20210000
241,Diabetes: QOF prevalence (17+ yrs),nE38000245,Persons,17+ yrs,5.92865,82756,1395866,20210000
241,Diabetes: QOF prevalence (17+ yrs),nE38000246,Persons,17+ yrs,5.81445,52484,902648,20210000
241,Diabetes: QOF prevalence (17+ yrs),nE38000247,Persons,17+ yrs,7.96865,46013,577425,20210000
241,Diabetes: QOF prevalence (17+ yrs),nE38000248,Persons,17+ yrs,7.4766,56404,754407,20210000
241,Diabetes: QOF prevalence (17+ yrs),nE38000249,Persons,17+ yrs,7.4377,62811,844495,20210000
241,Diabetes: QOF prevalence (17+ yrs),nE38000251,Persons,17+ yrs,6.98885,59665,853717,20210000
241,Diabetes: QOF prevalence (17+ yrs),nE38000252,Persons,17+ yrs,7.13763,45906,643155,20210000
241,Diabetes: QOF prevalence (17+ yrs),nE38000253,Persons,17+ yrs,6.92996,95928,1384251,20210000
241,Diabetes: QOF prevalence (17+ yrs),nE38000254,Persons,17+ yrs,8.44466,30309,358913,20210000
241,Diabetes: QOF prevalence (17+ yrs),nE38000255,Persons,17+ yrs,7.74466,145036,1872722,20210000
241,Diabetes: QOF prevalence (17+ yrs),nE38000256,Persons,17+ yrs,7.14066,164335,2301397,20210000
241,Diabetes: QOF prevalence (17+ yrs),nE38000257,Persons,17+ yrs,7.46933,31725,424737,20210000
241,Diabetes: QOF prevalence (17+ yrs),nE38000258,Persons,17+ yrs,8.86345,108428,1223316,20210000
241,Diabetes: QOF prevalence (17+ yrs),nE38000259,Persons,17+ yrs,9.20132,93189,1012779,20210000
241,Diabetes: QOF prevalence (17+ yrs),nE38000260,Persons,17+ yrs,6.38011,52299,819719,20210000
241,Diabetes: QOF prevalence (17+ yrs),nE38000261,Persons,17+ yrs,7.82613,70912,906093,20210000
241,Diabetes: QOF prevalence (17+ yrs),nE38000262,Persons,17+ yrs,7.27705,47191,648491,20210000
241,Diabetes: QOF prevalence (17+ yrs),nE38000263,Persons,17+ yrs,8.48822,14897,175502,20210000
241,Diabetes: QOF prevalence (17+ yrs),nE38000006,Persons,17+ yrs,8.3971,18173,216420,20220000
241,Diabetes: QOF prevalence (17+ yrs),nE38000007,Persons,17+ yrs,7.13958,16318,228557,20220000
241,Diabetes: QOF prevalence (17+ yrs),nE38000008,Persons,17+ yrs,8.60544,8739,101552,20220000
241,Diabetes: QOF prevalence (17+ yrs),nE38000014,Persons,17+ yrs,9.33545,13212,141525,20220000
241,Diabetes: QOF prevalence (17+ yrs),nE38000015,Persons,17+ yrs,9.03607,13138,145395,20220000
241,Diabetes: QOF prevalence (17+ yrs),nE38000016,Persons,17+ yrs,9.15139,23110,252530,20220000
241,Diabetes: QOF prevalence (17+ yrs),nE38000021,Persons,17+ yrs,4.54102,12857,283130,20220000
241,Diabetes: QOF prevalence (17+ yrs),nE38000024,Persons,17+ yrs,7.70438,12857,166879,20220000
241,Diabetes: QOF prevalence (17+ yrs),nE38000025,Persons,17+ yrs,8.10733,14567,179677,20220000
241,Diabetes: QOF prevalence (17+ yrs),nE38000028,Persons,17+ yrs,8.43383,9420,111693,20220000
241,Diabetes: QOF prevalence (17+ yrs),nE38000030,Persons,17+ yrs,7.89107,12118,153566,20220000
241,Diabetes: QOF prevalence (17+ yrs),nE38000034,Persons,17+ yrs,7.10199,10949,154168,20220000
241,Diabetes: QOF prevalence (17+ yrs),nE38000044,Persons,17+ yrs,8.76403,23377,266738,20220000
241,Diabetes: QOF prevalence (17+ yrs),nE38000045,Persons,17+ yrs,7.20282,49763,690882,20220000
241,Diabetes: QOF prevalence (17+ yrs),nE38000049,Persons,17+ yrs,6.51071,32515,499408,20220000
241,Diabetes: QOF prevalence (17+ yrs),nE38000050,Persons,17+ yrs,8.21358,26047,317121,20220000
241,Diabetes: QOF prevalence (17+ yrs),nE38000051,Persons,17+ yrs,7.52042,21731,288960,20220000
241,Diabetes: QOF prevalence (17+ yrs),nE38000052,Persons,17+ yrs,8.57748,22306,260053,20220000
241,Diabetes: QOF prevalence (17+ yrs),nE38000053,Persons,17+ yrs,8.05141,9760,121221,20220000
241,Diabetes: QOF prevalence (17+ yrs),nE38000062,Persons,17+ yrs,7.25861,40488,557793,20220000
241,Diabetes: QOF prevalence (17+ yrs),nE38000068,Persons,17+ yrs,8.59905,9393,109233,20220000
241,Diabetes: QOF prevalence (17+ yrs),nE38000079,Persons,17+ yrs,6.42231,34532,537688,20220000
241,Diabetes: QOF prevalence (17+ yrs),nE38000080,Persons,17+ yrs,8.98302,17144,190849,20220000
241,Diabetes: QOF prevalence (17+ yrs),nE38000085,Persons,17+ yrs,8.12374,20187,248494,20220000
241,Diabetes: QOF prevalence (17+ yrs),nE38000086,Persons,17+ yrs,7.0404,23819,338319,20220000
241,Diabetes: QOF prevalence (17+ yrs),nE38000089,Persons,17+ yrs,7.31759,36542,499372,20220000
241,Diabetes: QOF prevalence (17+ yrs),nE38000091,Persons,17+ yrs,8.30668,11297,135999,20220000
241,Diabetes: QOF prevalence (17+ yrs),nE38000097,Persons,17+ yrs,10.00354,33668,336561,20220000
241,Diabetes: QOF prevalence (17+ yrs),nE38000101,Persons,17+ yrs,6.73494,32095,476545,20220000
241,Diabetes: QOF prevalence (17+ yrs),nE38000106,Persons,17+ yrs,7.36548,24476,332307,20220000
241,Diabetes: QOF prevalence (17+ yrs),nE38000117,Persons,17+ yrs,7.61586,23121,303590,20220000
241,Diabetes: QOF prevalence (17+ yrs),nE38000119,Persons,17+ yrs,8.32044,11616,139608,20220000
241,Diabetes: QOF prevalence (17+ yrs),nE38000122,Persons,17+ yrs,8.5852,12879,150014,20220000
241,Diabetes: QOF prevalence (17+ yrs),nE38000126,Persons,17+ yrs,8.27666,15080,182199,20220000
241,Diabetes: QOF prevalence (17+ yrs),nE38000127,Persons,17+ yrs,8.13767,15021,184586,20220000
241,Diabetes: QOF prevalence (17+ yrs),nE38000130,Persons,17+ yrs,8.75263,24531,280270,20220000
241,Diabetes: QOF prevalence (17+ yrs),nE38000135,Persons,17+ yrs,9.01061,18361,203771,20220000
241,Diabetes: QOF prevalence (17+ yrs),nE38000136,Persons,17+ yrs,5.48515,36399,663592,20220000
241,Diabetes: QOF prevalence (17+ yrs),nE38000137,Persons,17+ yrs,7.13802,13607,190627,20220000
241,Diabetes: QOF prevalence (17+ yrs),nE38000141,Persons,17+ yrs,8.54234,18494,216498,20220000
241,Diabetes: QOF prevalence (17+ yrs),nE38000143,Persons,17+ yrs,6.71837,16684,248334,20220000
241,Diabetes: QOF prevalence (17+ yrs),nE38000146,Persons,17+ yrs,6.86372,35429,516178,20220000
241,Diabetes: QOF prevalence (17+ yrs),nE38000150,Persons,17+ yrs,7.77616,38435,494267,20220000
241,Diabetes: QOF prevalence (17+ yrs),nE38000153,Persons,17+ yrs,7.7574,13980,180215,20220000
241,Diabetes: QOF prevalence (17+ yrs),nE38000161,Persons,17+ yrs,7.74714,9978,128796,20220000
241,Diabetes: QOF prevalence (17+ yrs),nE38000163,Persons,17+ yrs,8.40271,10961,130446,20220000
241,Diabetes: QOF prevalence (17+ yrs),nE38000168,Persons,17+ yrs,7.22757,11140,154132,20220000
241,Diabetes: QOF prevalence (17+ yrs),nE38000170,Persons,17+ yrs,7.51319,8018,106719,20220000
241,Diabetes: QOF prevalence (17+ yrs),nE38000172,Persons,17+ yrs,8.25957,13540,163931,20220000
241,Diabetes: QOF prevalence (17+ yrs),nE38000173,Persons,17+ yrs,7.43403,9423,126755,20220000
241,Diabetes: QOF prevalence (17+ yrs),nE38000174,Persons,17+ yrs,7.26406,18901,260199,20220000
241,Diabetes: QOF prevalence (17+ yrs),nE38000175,Persons,17+ yrs,9.06373,21733,239780,20220000
241,Diabetes: QOF prevalence (17+ yrs),nE38000176,Persons,17+ yrs,8.47232,20198,238400,20220000
241,Diabetes: QOF prevalence (17+ yrs),nE38000185,Persons,17+ yrs,7.60711,10873,142932,20220000
241,Diabetes: QOF prevalence (17+ yrs),nE38000187,Persons,17+ yrs,6.73521,12885,191308,20220000
241,Diabetes: QOF prevalence (17+ yrs),nE38000188,Persons,17+ yrs,5.96328,18486,309997,20220000
